req_no	thread_id	answer_title	answer_author	work_id	work_title	work_author	readinglog_count	first_publish_year
1328	23128178	Carrion Comfort 		https://openlibrary.org/works/OL1963277W	Carrion comfort	Dan Simmons	95	1989.0
1329	23128270	Pounding Hooves	Dorothy Grunbock Johnston				0	
1330	23128439	Summit Lake 		https://openlibrary.org/works/OL20016078W	Summit Lake	Charlie Donlea	7	2016.0
1331	23128814	An Amish Widow's New Love		https://openlibrary.org/works/OL42426708W	Amish Widow's New Love	Vannetta Chapman	0	2025.0
1332	23128886	The Midnight Fox		https://openlibrary.org/works/OL279219W	The Midnight Fox	Betsy Cromer Byars	21	1968.0
1333	23129622	The Name of This Book Is Secret	Pseudonymous Bosch	https://openlibrary.org/works/OL16928062W	The name of this book is secret (Secret series #1)	Pseudonymous Bosch	81	2007.0
1334	23130742	The Crazy School		https://openlibrary.org/works/OL5841494W	The Crazy School	Cornelia Read	2	2008.0
1335	23130989	Fall for you		https://openlibrary.org/works/OL21007261W	Falling for You	Jill Mansell	7	2004.0
1336	23131332	Premonitions	Jude Watson	https://openlibrary.org/works/OL2915069W	Premonitions	Jude Watson	5	2004.0
1338	23131823	Betrayals 		https://openlibrary.org/works/OL78871W	Twelve years a slave	Solomon Northup	215	1853.0
1339	23132092	A Roman Tale		https://openlibrary.org/works/OL675783W	The Handmaid's Tale	Margaret Atwood	2848	1985.0
1340	23132175	The Faraway Lurs	Harry Behn	https://openlibrary.org/works/OL4100304W	The faraway lurs	Harry Behn	6	1963.0
1341	23132291	Shadowlands	Kate Brian	https://openlibrary.org/works/OL17216126W	Shadowlands (Shadowlands #1)	Kate Brian	9	2012.0
1342	23132680	Travel Far, Pay No Fare	Anne Lindbergh	https://openlibrary.org/works/OL3926813W	Travel far, pay no fare	Anne Lindbergh	1	1992.0
1343	23132706	Quest for a Maid	Frances Mary Hendry	https://openlibrary.org/works/OL4110767W	Quest for a maid	Frances Mary Hendry	8	1990.0
1344	23134097	No Passengers Beyond This Point	Gennifer Choldenko	https://openlibrary.org/works/OL15111429W	No passengers beyond this point	Gennifer Choldenko	8	2010.0
1345	23134829	What We Did Last Summer	Elizabeth Craft	https://openlibrary.org/works/OL15564740W	What we did last summer	Elizabeth Craft	0	1999.0
1346	23134933	The Work of Art		https://openlibrary.org/works/OL244537W	The Art of War	孙武; Sun Tzu 	4969	1900.0
1347	23135079	The Alison Rules		https://openlibrary.org/works/OL18165143W	The Alison rules	Catherine Clark	2	2005.0
1348	23135468	After Zero		https://openlibrary.org/works/OL20179799W	After Zero	Christina Collins	7	2018.0
1349	23135519	Down Came the Rain		https://openlibrary.org/works/OL122553W	Down Came the Rain	Brooke Shields	15	2005.0
1350	23135725	The Last Sunrise		https://openlibrary.org/works/OL31517643W	The Last Sunrise	Richard Brumer	0	2013.0
1351	23136206	The F Team	Rawah Arja	https://openlibrary.org/works/OL24151594W	The F Team		2	
1352	23136252	The Faerie Path	Frewin Jones	https://openlibrary.org/works/OL276652W	The Faerie Path (Faerie Path #1)	Frewin Jones	21	2006.0
1353	23136436	And the Trees Crept In	Dawn Kurtagich	https://openlibrary.org/works/OL20037209W	And the trees crept in	Dawn Kurtagich	11	2016.0
1354	23137088	Vice		https://openlibrary.org/works/OL151515W	La Poetica	Aristotle	600	1479.0
1355	23137932	Cottonwood		https://openlibrary.org/works/OL6188591W	Soil Capability For Agriculture	Canada Land Inventory.	21	1965.0
1356	23137934	My Name Is Parvana	Deborah Ellis	https://openlibrary.org/works/OL17383146W	My Name Is Parvana	Deborah Ellis	16	2012.0
1357	23138464	After the Fire	Will Hill	https://openlibrary.org/works/OL19761526W	After the fire	Will Hill	12	2017.0
1358	23138597	The Geek Girl's Guide to Cheerleading	Charity Tahmaseb	https://openlibrary.org/works/OL15973681W	The geek girl's guide to cheerleading	Charity Tahmaseb	3	2009.0
1359	23138728	 Coming home to Ottercombe Bay		https://openlibrary.org/works/OL22599805W	Coming Home to Ottercombe Bay	Bella Osborne	1	2018.0
1360	23138871	The Fool Reversed	Susan Whitcher	https://openlibrary.org/works/OL15836379W	The fool reversed	Susan Whitcher	0	2000.0
1361	23138925	The Man Who Mistook His Wife for a Hat and Other Clinical Tales 		https://openlibrary.org/works/OL32408945W	Analysis of Oliver Sacks's the Man Who Mistook His Wife for a Hat and Other Clinical Tales	Dario Krpan; Alexander O' Connor	0	2017.0
1362	23139069	Forever and Beyond		https://openlibrary.org/works/OL28589355W	Forever and beyond	Dianne Wilson Elliott	0	2009.0
1363	23139172	The Leopard King		https://openlibrary.org/works/OL24133405W	The Leopard King	Ann Aguirre	1	2016.0
1364	23139672	Books & Broadswords, Volume One		https://openlibrary.org/works/OL37887515W	Books & Broadswords, Volume One	Jessie Mihalik	0	2024.0
1365	23139698	The September Sisters	Jillian Cantor 	https://openlibrary.org/works/OL11928983W	The September sisters	Jillian Cantor	8	2009.0
1366	23139784	The Tapper Twins Tear Up New York		https://openlibrary.org/works/OL20008454W	The Tapper twins tear up New York	Geoff Rodkey	5	2015.0
1367	23141490	Food: An Oxford Anthology	Brigid Allen (editor)	https://openlibrary.org/works/OL7997344W	Food	Brigid Allen	0	1995.0
1368	23141538	The Property of a Lady		https://openlibrary.org/works/OL29366W	The Property of a Lady	Elizabeth Adler	5	1990.0
1369	23141941	More Than Forever		https://openlibrary.org/works/OL16520978W	More than forever	Suzanne Savoy	0	1987.0
1370	23142044	The Dinner Date!	Rob Harvey not found on Library Thing				0	
1371	23142568	The Velvet Room		https://openlibrary.org/works/OL29898W	The Velvet Room	Zilpha Keatley Snyder	26	1965.0
1372	23142891	The Decision		https://openlibrary.org/works/OL69942W	The Constitution of the United States and related documents	United States	125	1787.0
1373	23143015	Turtle Feet		https://openlibrary.org/works/OL9936371W	Turtle feet	Nikolai Grozni	3	2008.0
1374	23144819	Things Not Seen	Andrew Clements	https://openlibrary.org/works/OL102514W	Things Not Seen	Andrew Clements	90	2002.0
1375	23144892	The Seven Minutes		https://openlibrary.org/works/OL4287691W	The Seven Minutes	Irving Wallace	12	1969.0
1376	23145810	Love & Sex		https://openlibrary.org/works/OL239940W	कामसूत्र	Vatsyāyana	1999	1883.0
1377	23145955	The solitary	Lynn Hall	https://openlibrary.org/works/OL3454484W	The solitary	Lynn Hall	2	1986.0
1378	23146210	Ghastly Games	John Astrop	https://openlibrary.org/works/OL3496810W	Ghastly games	John Astrop	0	1983.0
1379	23146558	The Poison Apples	Lily Archer	https://openlibrary.org/works/OL17906926W	The poison apples	Lily Archer	2	2009.0
1380	23148201	On My Own		https://openlibrary.org/works/OL3933265W	On My Own	Francine Pascal	22	2000.0
1381	23148209	Moon Princess	Barbara Laban	https://openlibrary.org/works/OL20936906W	Moon Princess	Barbara Laban	0	2016.0
1382	23148704	Everyone in My Family Has Killed Someone 		https://openlibrary.org/works/OL27411902W	Everyone in My Family Has Killed Someone	Benjamin Stevenson	51	2022.0
1383	23148841	The Governess Game		https://openlibrary.org/works/OL19752534W	The Governess Game	Tessa Dare	20	2018.0
1385	23149478	The Circus Is Coming		https://openlibrary.org/works/OL5456979W	The circus is coming	Stewart, John	0	1973.0
1386	23149929	Adventures in Love Series		https://openlibrary.org/works/OL53908W	Adventures of Huckleberry Finn	Mark Twain	1328	1876.0
1387	23150069	Little Deadly Secrets		https://openlibrary.org/works/OL21550259W	Little Deadly Secrets	Pamela Crane	0	2020.0
1388	23150083	The Horse and His Boy	C. S. Lewis	https://openlibrary.org/works/OL71058W	The Horse and His Boy	C.S. Lewis	439	1954.0
1389	23150646	Eventown	Corey Ann Haydu	https://openlibrary.org/works/OL20152705W	Eventown	Corey Ann Haydu	6	2019.0
1390	23151623	Seabreeze Inn	Jan Moran	https://openlibrary.org/works/OL26420429W	Seabreeze Inn	Jan Moran	0	2020.0
1391	23152176	Six of Crows		https://openlibrary.org/works/OL17332479W	Six of Crows	Leigh Bardugo	2237	2001.0
1392	23152206	A Misplaced Child	Heather Michelle				0	
1393	23152558	Floating Dragon 		https://openlibrary.org/works/OL114294W	Floating dragon	Peter Straub	22	1982.0
1394	23154136	A ripple of power and promise		https://openlibrary.org/works/OL31104677W	A Ripple of Power and Promise	Jordan Day	0	2023.0
1395	23154879	Reckless	Cornelia Funke	https://openlibrary.org/works/OL15371140W	Reckless	Cornelia Funke; Lionel Wigram	46	2010.0
1396	23155209	Monsters Don't Scare Me!		https://openlibrary.org/works/OL20432683W	Monsters don't scare me	Margaret Holland; Isaacsen-Bright.	1	1988.0
1397	23155378	Predator's Gold	Philip Reeve	https://openlibrary.org/works/OL21373058W	Predator's Gold	Philip Reeve	10	2010.0
1398	23155565	How to Disappear Completely and Never Be Found	Sara Nickerson	https://openlibrary.org/works/OL4657770W	How to Disappear Completely and Never Be Found	Sara Nickerson	20	2002.0
1399	23155606	Summer of '42		https://openlibrary.org/works/OL6326359W	Summer of '42	Herman Raucher	9	1971.0
1400	23155614	Penny	Marjorie Torrey				0	
1401	23156584	Wired		https://openlibrary.org/works/OL52946W	Tripwire	Lee Child	268	1999.0
1402	23156693	Dream-weaver	Jonathan Wylie	https://openlibrary.org/works/OL5264801W	Dream-Weaver	Jonathan Wylie	2	1991.0
1403	23157029	Dragons of Darkness	Antonia Michaelis	https://openlibrary.org/works/OL10123225W	Drachen der Finsternis	Antonia Michaelis	2	2008.0
1404	23157149	That Was Then, This is Now	S. E. Hinton	https://openlibrary.org/works/OL2718327W	That was then, this is now	S. E. Hinton	364	1971.0
1405	23157299	Another Faust		https://openlibrary.org/works/OL20459341W	Another Faust	Daniel and Dina Nayeri	4	2010.0
1407	23157596	The League of Beastly Dreadfuls	Holly Grant	https://openlibrary.org/works/OL31622149W	The League of Beastly Dreadfuls Book 1		1	2015.0
1408	23157630	Juliet Fisher and the Foolproof Plan	Natalie Honeycutt	https://openlibrary.org/works/OL15410768W	Juliet Fisher and the foolproof plan	Natalie Honeycutt	1	1994.0
1409	23157662	Seraphina	Rachel Hartman	https://openlibrary.org/works/OL16703295W	Seraphina	Rachel Hartman	31	2012.0
1410	23158123	Covet 		https://openlibrary.org/works/OL16587258W	The Most Coveted Prize	Penny Jordan	53	2011.0
1411	23158363	Quarantine Bunny		https://openlibrary.org/works/OL28546499W	BookTok Journal	Bonnie Faircloth	6	2022.0
1412	23158802	Lennon Reborn		https://openlibrary.org/works/OL21341116W	Lennon Reborn	Scarlett Cole	0	2018.0
1413	23159640	Devilhorn	Frank Bonham	https://openlibrary.org/works/OL32427473W	Devilhorn	Frank Bonham	0	1978.0
1414	23160187	Two for Survival	Arthur J. Roth	https://openlibrary.org/works/OL522338W	Two for Survival	Arthur J. Roth	1	1976.0
1415	23160328	Animal		https://openlibrary.org/works/OL1168007W	Animal Farm	George Orwell	4156	1945.0
1416	23162848	Dead Girls Don't Lie	Jennifer Shaw Wolf	https://openlibrary.org/works/OL21076846W	Dead Girls Don't Lie	Jennifer Shaw Wolf	10	2013.0
1417	23162948	Every Exquisite Thing	Matthew Quick	https://openlibrary.org/works/OL20026873W	Every exquisite thing	Matthew Quick	6	2016.0
1418	23163031	Compassion		https://openlibrary.org/works/OL28988W	Northern Lights	Philip Pullman	1024	1995.0
1419	23164058	The Visitors	Clifford D. Simak	https://openlibrary.org/works/OL4088375W	The Visitors	Clifford D. Simak	5	1979.0
1420	23164651	The Lost Girl		https://openlibrary.org/works/OL81287W	The Lost Girl	D. H. Lawrence	10	1920.0
1421	23164875	What the Moon Saw	Laura Resau	https://openlibrary.org/works/OL26553175W	What the Moon Saw		1	
1423	23165760	Free to Fall	Lauren Miller	https://openlibrary.org/works/OL20057914W	[Silsuhal chayu =	Lauren Miller	0	2016.0
1424	23165802	On the Ranch	Dorothy Z. Seymour	https://openlibrary.org/works/OL6216973W	On the ranch	Dorothy Z. Seymour	0	1967.0
1425	23165868	Hell-ectric Guitar		https://openlibrary.org/works/OL24830025W	Hell-ectric guitar		0	1997.0
1426	23166841	Everlost		https://openlibrary.org/works/OL1954406W	Everlost	Neal Shusterman	69	2006.0
1427	23167074	This Train Is Being Held	Ismée Williams	https://openlibrary.org/works/OL20648007W	This train is being held	Ismée Williams	3	2020.0
1428	23167111	Greece and Rome: Myths and Legends	Hélène A. Guerber aka The Myths of Greece and Rome	https://openlibrary.org/works/OL8286571W	Greece And Rome		0	1986.0
1429	23167115	Ruthless King	Meghan March	https://openlibrary.org/works/OL20204644W	Ruthless King	Meghan March	22	2017.0
1430	23169830	Black Ice	Becca Fitzpatrick	https://openlibrary.org/works/OL17497336W	Black Ice	Becca Fitzpatrick	18	2014.0
1431	23169887	Hostage		https://openlibrary.org/works/OL10263W	Le petit prince	Antoine de Saint-Exupéry	3230	1943.0
1432	23169983	On the Bright Side		https://openlibrary.org/works/OL17472829W	Look On The Bright Side	Cristie Reed	2	2012.0
1433	23169984	Somewhere Between Life and Death	Lurlene McDaniel	https://openlibrary.org/works/OL82619W	Somewhere between life and death	Lurlene McDaniel	2	1991.0
1434	23169995	I Have Lived a Thousand Years: Growing up in the Holocaust		https://openlibrary.org/works/OL8199548W	I Have Lived a Thousand Years	Livia Bitton-Jackson	187	1997.0
1435	23170435	The Secret of Platform 13		https://openlibrary.org/works/OL104422W	The secret of platform 13	Eva Ibbotson; Yi bo sen; Jiang shu qin	36	1994.0
1436	23171423	Jaran	Kate Elliott	https://openlibrary.org/works/OL805563W	Jaran	Kate Elliott	14	1992.0
1437	23172049	Lord of the Flies		https://openlibrary.org/works/OL455327W	Lord of the Flies	William Golding	2906	1954.0
1438	23172050	Lord of the Flies		https://openlibrary.org/works/OL455327W	Lord of the Flies	William Golding	2906	1954.0
1439	23172114	Ella	Uri Geller	https://openlibrary.org/works/OL20915782W	Ella Diaries #19		27	2020.0
1440	23172461	Being Henry David	Cal Armistead	https://openlibrary.org/works/OL16671784W	Being Henry David	Cal Armistead	3	2013.0
1441	23172854	Legacy of Silence		https://openlibrary.org/works/OL10672944W	Legacy of silence	Belva Plain	0	1998.0
1442	23172857	The Extincts 		https://openlibrary.org/works/OL77559W	Age of fable	Thomas Bulfinch	126	1800.0
1443	23172960	Forever Winter	Alexa Riley				0	
1444	23173102	Ethan Between Us	Anna Myers	https://openlibrary.org/works/OL14854147W	Ethan Between Us	Anna Myers	2	1998.0
1445	23173467	Spring for Susannah		https://openlibrary.org/works/OL15921366W	Spring for Susannah	Catherine Richmond	9	2011.0
1446	23174671	Waiting for the Rain	Sheila Gordon	https://openlibrary.org/works/OL4461941W	Waiting for the Rain	Sheila Gordon	15	1987.0
1447	23175045	A Little Love Song	Michelle Magorian	https://openlibrary.org/works/OL4093298W	A Little Love Song	Michelle Magorian	16	1991.0
1448	23175848	Brutal Obsession	S. Massery	https://openlibrary.org/works/OL28899912W	Brutal Obsession	S. Massery	111	2022.0
1449	23176482	Only With You	E. Salvador				0	
1450	23177011	The Revenge Plan		https://openlibrary.org/works/OL258850W	Othello	William Shakespeare	492	1622.0
1451	23177419	The 13½ Lives of Captain Bluebear	Walter Moers	https://openlibrary.org/works/OL867702W	Die 13 ½ Leben des Käpt’n Blaubär	Walter Moers	66	1998.0
1452	23177553	Adventure at Black Rock Cave	Patricia Lauber	https://openlibrary.org/works/OL15213530W	Adventure at Black Rock Cave	Patricia Lauber	5	1959.0
1453	23177886	The Giver		https://openlibrary.org/works/OL1846076W	The Giver	Lois Lowry	2539	1993.0
1454	23178158	The Leaving of Liverpool	Maureen Lee	https://openlibrary.org/works/OL31427018W	The Leaving of Liverpool	Maureen Lee	2	2007.0
1456	23179205	Museum of Thieves		https://openlibrary.org/works/OL15082799W	Museum of thieves (The Keepers #1)	Lian Tanner	13	2010.0
1457	23179297	Sweet Cruelty		https://openlibrary.org/works/OL35664905W	Sweet Cruelty	Zoe Blake	2	2020.0
1458	23180683	Jaclyn Hyde	Annabeth Bondor-Stone	https://openlibrary.org/works/OL20152980W	Jaclyn Hyde	Annabeth Bondor-Stone; Connor White	2	2019.0
1459	23181000	The Magician’s Daughter		https://openlibrary.org/works/OL28019891W	The Magician's Daughter	H. G. Parry	4	2023.0
1460	23181161	The Bewitching of Alison Allbright	Alan Davidson	https://openlibrary.org/works/OL273256W	The Bewitching of Alison Allbright	Alan Davidson	0	1989.0
1461	23181348	The Nix	Nathan Hill	https://openlibrary.org/works/OL17770858W	The Nix	Nathan Hill	36	2016.0
1462	23181607	Mystery in the Pirate Oak		https://openlibrary.org/works/OL4883979W	Mystery in the pirate oak	Helen Fuller Orton; Robert Doremus	6	1949.0
1463	23181691	The Island Inn	Laura Abbott				0	
1464	23181849	Never Landing	Sam Burns				0	
1465	23181988	Why Me? the Story of Jenny	Patricia Dizenzo	https://openlibrary.org/works/OL6602823W	Why Me?  the Story of Jenny	Patricia Dizenzo	2	1991.0
1466	23182173	A Year Down Yonder	Richard Peck	https://openlibrary.org/works/OL4920492W	A Year Down Yonder	Richard Peck	176	2001.0
1467	23182393	The Evolution of Calpurnia Tate		https://openlibrary.org/works/OL15021579W	The evolution of Calpurnia Tate	Jacqueline Kelly	46	2009.0
1468	23183039	The Truth Cookie	Fiona Dunbar	https://openlibrary.org/works/OL17728634W	The truth cookie	Fiona Dunbar	1	2005.0
1469	23183063	Almost Missed You		https://openlibrary.org/works/OL20048394W	Almost missed you	Jessica Strawser	2	2017.0
1470	23183153	The Secrets of Mariko: A Year in the Life of a Japanese Woman and Her Family	Elisabeth Bumiller	https://openlibrary.org/works/OL3747353W	Secrets of Mariko	Elisabeth Bumiller	3	1995.0
1471	23183638	My Brother's Keeper		https://openlibrary.org/works/OL38616156W	My Brother's Keeper	ALI	0	2023.0
1472	23183861	Fourth Graders Don't Believe in Witches	Terri Fields	https://openlibrary.org/works/OL85356W	Fourth graders don't believe in witches	Terri Fields	4	1989.0
1473	23185338	Menace	JM Darhower				0	
1474	23186720	Secret Fire	Johanna Lindsey	https://openlibrary.org/works/OL15630W	Secret Fire	Johanna Lindsey	65	1987.0
1475	23187000	Matched		https://openlibrary.org/works/OL25397W	Fairy Tales and Stories	Hans Christian Andersen	314	1850.0
1476	23187261	A Touch of Shadows	Jessica Thorne	https://openlibrary.org/works/OL42425465W	Touch of Shadows	Jessica Thorne	0	2025.0
1477	23187967	Ariel	Steven R. Boyett	https://openlibrary.org/works/OL1876345W	Ariel	Steven R. Boyett	11	1984.0
